"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"osf::chx28","https://osf.io/chx28","https://doi.org/10.17605/OSF.IO/CHX28","Accessibility for pedestrians under heat stress - the example of Heidelberg, Germany","https://doi.org/10.5194/agile-giss-6-4-2025","https://openalex.org/W4411154948","AGILEGIS","conference"
