"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"osf::spxt5","https://osf.io/spxt5","https://doi.org/10.17605/OSF.IO/spxt5","CY-Bench : A comprehensive benchmark dataset for sub-national crop yield forecasting","https://www.overleaf.com/read/znytpcwfjrrf#a4ca1f",NA,"codecheck NL","community"
