"Certificate ID","Certificate Link","Repository","Repository Link","Report","Title","Paper reference","Check date"
"2020-011","https://codecheck.org.uk/register/certs/2020-011/","github::codecheckers/covid19model-nature","https://github.com/codecheckers/covid19model-nature","https://doi.org/10.5281/zenodo.3893138","Estimating the effects of non-pharmaceutical interventions on COVID-19 in Europe","http://doi.org/10.1038/s41586-020-2405-7","2020-06-13"
