"Certificate ID","Certificate Link","Repository","Repository Link","Report","Title","Paper reference","Check date"
"2022-018","https://codecheck.org.uk/register/certs/2022-018/","gitlab::cdchck/community-codechecks/2022-svaRetro-svaNUMT","https://gitlab.com/cdchck/community-codechecks/2022-svaRetro-svaNUMT","https://doi.org/10.5281/zenodo.7084333","svaRetro and svaNUMT: Modular packages for annotation of retrotransposed transcripts and nuclear integration of mitochondrial DNA in genome sequencing data","https://doi.org/10.46471/gigabyte.70","2022-09-27"
