"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"github::codecheckers/certificate-2026-019","https://github.com/codecheckers/certificate-2026-019","https://doi.org/10.5281/zenodo.21238767","Photoreceptor-specific scene statistics reveal melanopic structure in natural environments","https://doi.org/10.1016/j.isci.2026.116661","https://openalex.org/W4416186252","codecheck","community"
