"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"github::reproducible-agile/reviews-2026|reports/013","https://github.com/reproducible-agile/reviews-2026|reports/013","https://doi.org/10.17605/OSF.IO/YH8F6","Generalizability of Foundation Models: A Case Study on Cocoa Mapping Across Countries Using Sparse Labels","https://doi.org/10.5194/agile-giss-7-13-2026","https://openalex.org/W7164194149","AGILEGIS","conference"
