"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"github::codecheckers/certificate-2025-007","https://github.com/codecheckers/certificate-2025-007","https://doi.org/10.5281/zenodo.15603144","Wind Tunnel Load Measurements of a Leading-Edge Inflatable Kite Rigid Scale Model","https://doi.org/10.5194/wes-2025-77","https://openalex.org/W4410366051","TU Delft DCC","institution"
"github::codecheckers/kite_piv_analysis","https://github.com/codecheckers/kite_piv_analysis","https://doi.org/10.5281/zenodo.18890103","Flow Field Analysis of a Leading-Edge Inflatable Kite Rigid Scale Model Using Stereoscopic Particle Image Velocimetry","https://doi.org/10.5194/wes-2025-217","https://openalex.org/W4415698124","TU Delft DCC","institution"
