"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"osf::2sc7g","https://osf.io/2sc7g","https://doi.org/10.17605/osf.io/2sc7g","Extraction of linear structures from digital terrain models using deep learning","https://doi.org/10.5194/agile-giss-2-11-2021","https://openalex.org/W3171527029","AGILEGIS","conference"
"osf::g4dcq","https://osf.io/g4dcq","https://doi.org/10.17605/osf.io/g4dcq","Flood Impact Assessment on Road Network and Healthcare Access at the example of Jakarta, Indonesia","https://doi.org/10.5194/agile-giss-2-4-2021","https://openalex.org/W3166039225","AGILEGIS","conference"
