"Certificate ID","Certificate Link","Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Check date"
"2020-025","https://codecheck.org.uk/register/certs/2020-025/","github::codecheckers/LICD_article","https://github.com/codecheckers/LICD_article","https://doi.org/10.5281/zenodo.4279275","The application of Local Indicators for Categorical Data (LICD) to explore spatial dependence in archaeological spaces","https://doi.org/10.1016/j.jas.2020.105306","https://openalex.org/W3112754451","2020-11-19"
