"Repository","Repository Link","Report","Title","Paper reference","OpenAlex","Venue","Type"
"osf::kcpze","https://osf.io/kcpze","https://doi.org/10.17605/OSF.IO/KCPZE","Enhancing the Potential of a Tangible-Digital Planning Interface through User Evaluation","https://doi.org/10.5194/agile-giss-7-5-2026","https://openalex.org/W7164168945","AGILEGIS","conference"
"osf::hetv8","https://osf.io/hetv8","https://doi.org/10.17605/OSF.IO/HETV8","Maximizing Data Coverage: Fusing Street View and Oblique Imagery to Quantify Vertical Greenery Potential in Urban Areas","https://doi.org/10.5194/agile-giss-7-8-2026","https://openalex.org/W7164179951","AGILEGIS","conference"
